Categoria;Especie;Numero;Ano;Data;NUP;Normativo;Situacao;Legislacao;Palavras;Descricao;Interessados;Correlacoes;Link
Patentes;Nota PFE;102;2008;09/06/2008;52400.002765/01;Não;Vigente;Art. 218 da LPI;Patentes. PCT. Entrada fase nacional;Trata-se de consulta sobre formulário de entrada na fase nacional de um pedido internacional, que não foi conhecido de acordo com o item III do artigo 219 da LPI. A Procuradoria manifesta que o processamento do pedido internacional - PCT, na fase nacional, deve se pautar na LPI e no Ato Normativo n. 128/97, identificando-o com o tratamento dispensado ao pedido nacional regular, internamente, sendo certo que na dita legislação é exigida a comprovação do pagamento da respectiva retribuição e o efetivo recolhimento não consta dos autos, sendo aplicável à espécie o inciso II, do artigo 218, da LPI. ;DIRPA;PCT/US99/30477 de 2001;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2008/nota1022008.pdf
Marcas;Nota PFE;101;2008;05/06/2008;52400.001427/08;Não;Vigente;—;Marcas. Concessão prazo suplementar decorrente falha servidor;Trata-se de queixa de usuário sobre conduta de servidora autárquica. A Procuradoria manifesta que deve ser instaurado o processo investigativo a respeito das ocorrências no âmbito da regional paulista. ;DIRMA;0;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2008/nota1012008.pdf
Patentes;Nota PFE;96;2008;27/05/2008;524004993/06;Não;Vigente;Art. 143 da Lei 8112/90;Propriedade Industrial. Pedido de nulidade de patente. Art. 143 da Lei n. 8112/90. Cópia dos autos. Comissão de Conduta Profissional dos Agentes de Propriedade Industrial. Competência. ;"Trata-se de encaminhamento do processo à Presidência, após manifestação da Nota/INPI/PROC/CJCONS/170/07 no sentido de que a questão comportaria a"" aplicação do Art. 143 da Lei 8112/90 e/ou o envio de cópia dos autos para a Comissão de Conduta Profissional dos Agentes da Propriedade Industrial e verificação de que não havia nulidade de atos. ";DIRPA;Nota/INPI/PROC/CJCONS/170/07;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2008/nota0962008.pdf
Patentes;Parecer PFE;12;2008;23/05/2008;52400.002284/03;Pedido de normatização;Vigente;Art. 32 da Lei 9.279/96;Alterações voluntárias. Pedido de patente. Impossibilidade. Limite temporal. Art. 32 da LPI. Principio da legalidade. ;Trata-se de alterações voluntárias do pedido de patente requeridas após o seu pedido de exame. A Procuradoria manifesta-se pela impossibilidade, conforme inteligência do artigo 32 da LPI e em consonância com o princípio da legalidade, que determina que ao administrador público só lhe é permitido fazer o que a lei autoriza. Os atos praticados com base no entendimento fixado em Parecer Normativo então vigente são hígidos, e não podem, em respeito ao princípio da segurança jurídica serem revistos com base em nova interpretação de lei. As alterações voluntárias que objetivem corrigir erro material ou reduzir escopo de proteção inicialmente reivindicada não se submetem ao limite temporal estabelecido no artigo 32 da LPI. ;DIRPA;"PARECER /INPI/PROC/CJCONS/Nº 012/08 de 23/05/2008 (fls. 350/359) de lavra do Procurador-Chefe; NÃO HÁ NOS AUTOS DOCUMENTO DO PRESIDENTE QUE CONFIRA EFEITOS NORMATIVOS AO SUPRACITADO PARECER";https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2008/parecer0122008.pdf
Desenhos industriais;Nota PFE;94;2008;21/05/2008;6403939-0;Não;Vigente;Art. 143 do Regimento Interno;PROPRIEDADE INDUSTRIAL. DI. PETIÇÃO DE NULIDADE ADMINISTRATIVA. FORMULAÇÃO DE EXIGÊNCIA PARA COMPROVAÇÃO DE PROTOCOLO, FACE. DIVERGÊNCIA DE CARÁTER NUMÉRICO. VERIFICAÇÃO SOBRE A AUTENTICIDADE DA CÓPIA APRESENTADA. ;O Sr. Diretor de Contratos de Tecnologia e Outros Registros solicita a esta Procuradoria pronunciamento acerca do questionamento sobre a veracidade do documento de nulidade apresentado pela empresa SOMARCA ASSESSORIA EMPRESARIAL LTDA, que consiste numa cópia de petição de nulidade administrativa ao registro de Desenho Industrial em referência. ;DIRMA;RPI nº 1934 de 29/01/2008;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2008/nota0942008.pdf
Administrativo;Nota PFE;88;2008;13/05/2008;52400.001955/08;Não;Vigente;DECRETO Nº 1.171/94;Administrativo. Palestra sobre exame de marca;Trata-se de pedido de liberação de um examinador de marcas para ministrar palestra a entes privados, sobre metodologia utilizada no exame de marcas. A Procuradoria manifesta que o atendimento do pedido fere, minimamente, o código de ética do servidor - decreto nº 1. 171/94, como também, caracteriza desvio de finalidade entre outros. ;DIRAD;0;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2008/nota0882008.pdf
Patentes;Nota PFE;87;2008;08/05/2008;826674402;Não;Vigente;Art. 220 da LPI;Patentes. Erro formal ou material. Aproveitamento de atos. ;Trata-se de consulta sobre a legitimidade da procuração que integra o feito, em virtude das restrições existentes no seu conteúdo. A Procuradoria manifesta que o documento em questão está parcialmente riscado, e como tal, conduz a sua invalidade e à privação de seus efeitos, por isso, carece de aptidão para cumprir o fim a que se destina. Porém, indica o saneamento da situação, pautada no artigo 220 da LPI, que prevê o aproveitamento máximo do ato das partes, formulando exigência para que o requerente apresente outra procuração ao INPI, a fim de regularizar a instrução do processado. ;DIRPA;RPI n 1937/2008;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2008/nota0872008.pdf
Patentes;Nota PFE;84;2008;02/05/2008;0202045-9;Não;Vigente;Art. 6, 40, 219 da LPI;Patentes. Ações Judiciais. Ação de adjudicação de patentes;Trata-se de solicitação de orientação quanto ao pleito de reivindicação de titularidade formulado por empresa. A Procuradoria opina pelo não conhecimento da petição em apreço, por falta de amparo legal, nos termos do inciso I, artigo 219 da LPI, apontando ser cabível a adjudicação da patente. ;DIRPA;Petição 14700/SP 2003;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2008/nota0842008.pdf
Marcas;Nota PFE;76;2008;24/04/2008;6467334;Não;Vigente;Art. 53,54 da lei n. 9.784/99;Marcas. Pedidos de prorrogação. Impossibilidade de anulação;Trata-se de questionamento sobre prorrogação. A Procuradoria manifesta-se pela impossibilidade da administração de anular o ato que concedeu a prorrogação da proteção da marca relativa ao decênio 1996/2006, posto que decorridos mais de cinco anos da data da prorrogação. ;DIRMA;"RPI 1913/2007
NOTA PROC/DlCONS/Nº 421104";https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2008/nota0762008.pdf
Marcas;Parecer PFE;10;2008;22/04/2008;52400.003474/08;Não;Vigente;Art. 166 da LPI;Marcas. Anotação de ônus. Anotação de adjudicação. ;Trata-se de consulta sobre adjudicação de marcas. A Procuradoria manifesta que a anotação deve ser promovida pelo INPI, contudo a transferência de titularidade deve ser providenciada pelo adjudicatário, mediante o pagamento da correspondente retribuição, tendo em vista que o INPI intervém no feito na qualidade de amicus curiae, porquanto não concorreu para a concessão ilegal da marca. ;DIRMA;Nota nº 590/04;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2008/parecer0102008.pdf
Normas;Nota PFE;92;2008;16/04/2008;819076740;Não;Vigente;Art. 125 da LPI.;Normas. Resolução 121 de 2005;Trata-se de solicitação da presidência do INPI que pede a retificação ou ratificação do Parecer 01 de 2007 da CJCONS, por força das suas competências legais e regimentais, ao que se pode presumir, por conta, em particular, da tese ali defendida quanto à obrigação de ser precisamente identificado o número do registro da marca reconhecida de alto renome pelo INPI, para fins da proteção especial prescrita pelo art. 125 da LPI. A Procuradoria ratifica o entendimento e reforça os termos da Resolução 121 de 2005. ;"CJCONS
DIRMA";"Processo/INPI/DIRMA/nº 819229083
Parecer 01 de 2007 da CJCONS";https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2008/nota0922008.pdf
Desenhos industriais;Parecer PFE;7;2008;07/04/2008;DI 6504890-3;Não;Vigente;Art. 96 LPI;Desenho Industrial. Nulidade. ;Trata-se de consulta em face do exame de pedido de nulidade administrativa de DI, considerando documentos como impeditivos na análise da manifestação sobre parecer técnico de Nulidade. A Procuradoria manifesta que os documentos apresentados que apresentem características configurativas idênticas ou similares com desenho industrial reivindicado, devem ser considerados obstativos à concessão quando perfeitamente identificados por referências e/ou outros códigos e estes postos à disposição do público por quaisquer documentos legalmente aceitos, mormente quando adquiridos por nota fiscal anterior ao depósito, com fulcro no §1º, art. 96 LPI. ;DIRMA;Parecer Técnico nº 3062 CODING;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2008/parecer0072008.pdf
Marcas;Nota PFE;65;2008;03/04/2008;52400.000514/08;Não;Vigente;Art. 126 da LPI;Marcas. Patronímico;Trata-se de consulta sobre o uso de patronímico em que a Procuradoria manifesta que a pretensão dos autores na ação judicial proposta se baseia em violação ao disposto nos incisos XV, XIX e XXIII do art. 124 e no art. 126 da LPI, bem como no art. 6 BIS da CUP. ;DIRMA;NPI 52400. 000514/08;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2008/nota0652008.pdf
Marcas;Nota PFE;59;2008;01/04/2008;827884524;Não;Vigente;LPI;Marcas. Regularidade de representação. Desistência de registro de marca. ;Trata-se do retorno da consulta da nota 46/08, com as exigências devidamente saneadas. A Procuradoria não levanta óbice legal para o recebimento da procuração que confere poderes para desistência, tendo em vista a obrigatoriedade na procuração de poderes específicos, e em sendo em forma eletrônica, conforme parágrafos 3º e 4º do art. 7º da Resolução INPI/PR n. 127/06, bem como 9. inciso IV do art. 13 da Resolução INPI/PR n. 126/06. ;DIRMA;Nota/INPI/PROC/CJCONS Nº 046/08;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2008/nota0592008.pdf
Transferência de Tecnologia;Nota PFE;60;2008;31/03/2008;DI 6100156-2;Não;Vigente;Art. 119, 120, 121 da LPI;"Contratos Transferência Tecnologia. 
Devolução de prazo
";"Trata-se de consulta sobre dúvidas com relação à aplicação do § único do art. 2º da Resolução 116/04 da Presidência do INPI que disciplina os procedimentos relativos aos pedidos de devolução de prazo no âmbito do INPI, por se tratar de perdimento do prazo ""causa mortis "". A Procuradoria opina pela improcedência do pedido e consequente extinção do registro. ";Coordenação-Geral de Contratos de Tecnologia ;"Art. 2º da Resolução 116/04
Nota 61/2008
Nota 62/2008
Nota 63/2008";https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2008/nota0602008.pdf
Transferência de Tecnologia;Nota PFE;61;2008;31/03/2008;DI 6100157-0;Não;Vigente;Art. 119, 120, 121 da LPI;"Contratos Transferência Tecnologia. 
Devolução de prazo
";"Trata-se de consulta sobre dúvidas com relação à aplicação do § único do art. 2º da Resolução 116/04 da Presidência do INPI que disciplina os procedimentos relativos aos pedidos de devolução de prazo no âmbito do INPI, por se tratar de perdimento do prazo ""causa mortis "". A Procuradoria opina pela improcedência do pedido e consequente extinção do registro";Coordenação-Geral de Contratos de Tecnologia ;"Art. 2º da Resolução 116/04
Nota 60/2008
Nota 62/2008
Nota 63/2008";https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2008/nota0612008.pdf
Transferência de Tecnologia;Nota PFE;62;2008;31/03/2008;DI 6100158-9;Não;Vigente;Art. 119, 120, 121 da LPI;"Contratos Transferência Tecnologia. 
Devolução de prazo

";"Trata-se de consulta sobre dúvidas com relação à aplicação do § único do art. 2º da Resolução 116/04 da Presidência do INPI que disciplina os procedimentos relativos aos pedidos de devolução de prazo no âmbito do INPI, por se tratar de perdimento do prazo ""causa mortis "". A Procuradoria opina pela improcedência do pedido e consequente extinção do registro";Coordenação-Geral de Contratos de Tecnologia ;"Art. 2º da Resolução 116/04
Nota 60/2008
Nota 61/2008
Nota 63/2008";https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2008/nota0622008.pdf
Transferência de Tecnologia;Nota PFE;63;2008;31/03/2008;DI 6101468-0;Não;Vigente;Art. 119, 120, 121 da LPI;"Contratos Transferência Tecnologia. 
Devolução de prazo

";"Trata-se de consulta sobre dúvidas com relação à aplicação do § único do art. 2º da Resolução 116/04 da Presidência do INPI que disciplina os procedimentos relativos aos pedidos de devolução de prazo no âmbito do INPI, por se tratar de perdimento do prazo ""causa mortis "". A Procuradoria opina pela improcedência do pedido e consequente extinção do registro";Coordenação-Geral de Contratos de Tecnologia ;"Art. 2º da Resolução 116/04
Nota 60/2008
Nota 61/2008
Nota 62/2008";https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2008/nota0632008.pdf
Marcas;Nota PFE;58;2008;27/03/2008;818726717;Não;Vigente;—;Marcas. Retribuições INPI. Ausência confirmação bancária recolhimento;Trata-se da ausência de consolidação do pagamento junto ao setor financeiro do INPI e o Banco do Brasil. Impossibilidade de demonstração de adulteração das guias e/ou indicio de prática criminosa por parte dos emitentes das respectivas guias gera a obrigação do INPI de prover os serviços quitados, mas não consolidados. A possível irregularidade vincula a Administração em apurar os fatos que ensejaram a situação e, se for o caso, encaminhamento à polícia federal de solicitação de abertura de inquérito para apurar: eventual prática criminosa. A Procuradoria manifesta que se o Instituto não pode demonstrar quaisquer práticas irregulares e não possui mais meios para materializar prática de ação tipificada no CP, não está autorizada a promover medidas de caráter restritivo ao usuário que não concorreu com a ausência da consolidação dos valores detectada no sistema de arrecadação desta Autarquia, nem tampouco ao titular do registro ora depositado no INPI sob sua tutela. A juntada de oficio de entidade particular, confirmando pagamento, deve ser interpretado como elemento subsidiário para apuração do recebimento e não prova cabal de quitação. ;DIRMA;Processos 006511562 e 006511554;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2008/nota0582008.pdf
Programas de Computador;Nota PFE;52;2008;19/03/2008;52400.001061/08;Não;Vigente;Art. da Lei nº 9.609/98;"Programas de Computador. Sigilo

";Trata-se de situação da qual pode ter resultado a quebra do sigilo da documentação relativa a pedido de registro de programa de computador. A Procuradoria indica averiguação devida instaurandose, para tanto, o procedimento apuratório próprio. ;DIRPA;MEMO/INPI/DIRTEC/CGREG/DIREPRO/Nº 022/2008;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2008/nota0522008.pdf
Marcas;Nota PFE;53;2008;19/03/2008;01406000.5898/06;Não;Vigente;Art. 29 da lei nº 8.906;Marcas. Regularidade de representação. Desnecessidade de procuração;Trata-se de consulta sobre a exigência de procuração de Procurador Federal. A Procuradoria manifesta que ao titular do cargo de procurador de autarquia não se exige a apresentação de instrumento de mandato para representá-la em juízo, desde que apresentada• documentação que comprove sua condição, inclusive matrícula no SIAPE. ;DIRMA;"protocolo
01460007037/2006";https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2008/nota0532008.pdf
Marcas;Nota PFE;48;2008;14/03/2008;7070535;Não;Vigente;Art. 133 da LPI;Marcas. Ações judiciais. Anulação caducidade;Trata-se de consulta sobre decisão da turma especializada do Tribunal Regional Federal da 2ª. Região, que anulou o ato administrativo referente a caducidade de registro, cujo o âmago do questionamento é o fato de as petições extemporâneas terem sido protocoladas recentemente e dizem respeito à renovação do registro do 2º e 3º decênio. A Procuradoria manifesta que o recebimento de petições extemporâneas, por caracterizar uma situação excepciona, deve ser devidamente fundamentada, tendo por escopo o preceituado no artigo 221 e seus parágrafos da lei 8666/93. ;DIRMA;Processo 007. 070. 535/00;https://www.gov.br/inpi/pt-br/acesso-a-informacao/manifestacoes-juridicas-de-pi/arquivos/documentos/2008/nota0492008.pdf
